Pd_precatalyst,Ligand,Pd_loading,Temperature,Selectfluor,Complex_NBO_charge_Pd,Complex_Sterimol_B5_N1_N2(A)_morfeus,Ligand_HOMO,Ligand_NMR_shift_N2,Ligand_%Vbur_N2_3.0A,yield_1,yield_2,yield_3,priority
C2,L5,4,70,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,70,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,60,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,60,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,60,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,50,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,50,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,50,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,40,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,40,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,40,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,30,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,30,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,4,30,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,70,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,70,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,70,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,60,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,60,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,60,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,50,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,50,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,50,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,40,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,40,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,40,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,30,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,30,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,2,30,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,70,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,70,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,70,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,60,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,60,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,60,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,50,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,50,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,50,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,40,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,40,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,40,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,30,2.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,30,1.5,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L5,1,30,1.0,0.88593,7.31694524,-0.32815,-79.7598,58.45314362,PENDING,PENDING,PENDING,0.0
C2,L4,10,70,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,70,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,70,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,60,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,60,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,50,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,50,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,50,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,40,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,40,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,40,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,30,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,30,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,10,30,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,70,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,70,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,70,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,60,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,60,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,60,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,50,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,50,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,50,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,40,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,40,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,40,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,30,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,30,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,8,30,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,70,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,70,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,70,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,60,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,60,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,60,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,50,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,50,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,50,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,40,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,40,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,40,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,30,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,30,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,6,30,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,70,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,70,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,70,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,60,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,60,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,60,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,50,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,50,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,50,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,40,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,40,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,40,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,30,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,30,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,4,30,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,70,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,70,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,70,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,60,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,60,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,60,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,50,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,50,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,50,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,40,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,40,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,40,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,30,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,30,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,2,30,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,70,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,70,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,70,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,60,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,60,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,60,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,50,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,50,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,50,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,40,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,40,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,40,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,30,2.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,30,1.5,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L4,1,30,1.0,0.88593,7.31694524,-0.31102,-75.541,65.09237187,PENDING,PENDING,PENDING,0.0
C2,L3,10,70,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,70,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,70,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,60,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,60,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,50,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,50,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,50,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,40,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,40,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,40,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,30,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,30,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,10,30,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,70,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,70,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,70,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,60,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,60,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,60,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,50,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,50,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,50,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,40,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,40,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,40,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,30,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,30,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,8,30,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,70,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,70,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,70,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,60,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,60,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,60,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,50,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,50,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,50,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,40,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,40,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,40,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,30,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,30,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,6,30,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,70,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,70,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,70,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,60,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,60,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,60,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,50,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,50,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,50,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,40,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,40,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,40,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,30,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,30,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,4,30,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,70,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,70,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,70,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,60,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,60,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,60,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,50,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,50,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,50,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,40,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,40,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,40,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,30,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,30,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,2,30,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,70,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,70,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,70,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,60,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,60,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,60,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,50,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,50,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,50,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,40,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,40,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,40,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,30,2.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,30,1.5,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L3,1,30,1.0,0.88593,7.31694524,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,0.0
C2,L2,10,70,2.0,0.88593,7.31694524,-0.30784,-93.3612,61.32765942,PENDING,PENDING,PENDING,0.0
C2,L2,10,70,1.5,0.88593,7.31694524,-0.30784,-93.3612,61.32765942,PENDING,PENDING,PENDING,0.0
C2,L2,10,70,1.0,0.88593,7.31694524,-0.30784,-93.3612,61.32765942,PENDING,PENDING,PENDING,0.0
C2,L2,10,60,1.5,0.88593,7.31694524,-0.30784,-93.3612,61.32765942,PENDING,PENDING,PENDING,0.0
